text,price_x,size,cleaned_text,category,brand,lower_title,TITLE,BUST,COLOUR,CONDITION,DESIGNER NOTES,FABRIC,FITS LIKE,HEIGHT,INNER SOLE,MEASUREMENTS,NOTES,SIZE ON BELT,SIZE ON SHOE,SIZE ON TAG,WAIST,price_y,url
REDHEAD - Ponte knit dress! 10,39.0,10,Ponte knit  ,dress,REDHEAD ,redhead - ponte knit dress! 10,REDHEAD - PONTE KNIT DRESS! 10, 48cms     WAIST," Black, taupe", Excellent preloved,, Tag removed, N/A,,,BUST: 48cms     WAIST: 43cms     LENGTH: 96cms, Made in NZ.  Pull over style.  Fabric has stretch.  Front pockets.  ,,, 10,,$39.00,https://recycle-style.myshopify.com/collections/all/products/redhead-fitted-dress-10
REDHEAD - Zip front ponte knit coat! 14-16,45.0,14-16,Zip front ponte knit  ,coat,REDHEAD ,redhead - zip front ponte knit coat! 14-16,REDHEAD - ZIP FRONT PONTE KNIT COAT! 14-16,,,,,,,,,,,,,,,$45.00,https://recycle-style.myshopify.com/collections/all/products/redhead-tailored-trans-seasonal-coat-14-16
REGATTA - 3/4 stretch pant!,29.0,No size in title,3/4 stretch  ,pant,REGATTA ,regatta - 3/4 stretch pant!,REGATTA - 3/4 STRETCH PANT!,, Black," Excellent preloved, like new",," 76% viscose, 20% nylon, 4% elastane",,,,WAIST: 44cms      HIPS: 56cms      RISE: 31cms      LENGTH: 54cms (From crotch to end of pant),,,, 16, 44cms      HIPS,$29.00,https://recycle-style.myshopify.com/collections/all/products/regatta-petites-3-4-pant
REISS (UK) Black button front dress! 8,50.0,8,(UK) Black button front,dress,REISS,reiss (uk) black button front dress! 8,REISS (UK) BLACK BUTTON FRONT DRESS! 8,,,,,,,,,,,,,,,$50.00,https://recycle-style.myshopify.com/collections/all/products/reiss-black-dress-8
REISS - Tailored blazer! 12,49.0,12,Tailored  ,blazer,REISS ,reiss - tailored blazer! 12,REISS - TAILORED BLAZER! 12, 48cms     WAIST, Black, Excellent preloved,," Polyester, Lining - viscose", 12,,,BUST: 48cms     WAIST: 42cms     LENGTH: 58-62cms, Single button up front and button up sleeve ends.  Fully lined.  Shoulders have padding.  ,,, M,,$49.00,https://recycle-style.myshopify.com/collections/all/products/reiss-black-blazer-12
"RELAX (BN) ""Mango"" knit jacket! 10-12",45.0,10-12,"(BN) ""Mango"" knit",jacket,RELAX,"relax (bn) ""mango"" knit jacket! 10-12","RELAX (BN) ""MANGO"" KNIT JACKET! 10-12", 46cms     WAIST, Red, Brand new with tag,," Viscose, polyester, elastane", 10-12,,,BUST: 46cms     WAIST: Free     LENGTH: 50-58cms,  Purchased from Hartleys.  Open front no fastening.  Fabric has stretch.  Shoulder have padding.  ,,, 10,,$45.00,https://recycle-style.myshopify.com/collections/all/products/relax-bn-mango-jacket-10-12
RENE DERHY - Velvet + wool tweed panel skirt! 12,35.0,12,Velvet + wool tweed panel  ,skirt,RENE DERHY ,rene derhy - velvet + wool tweed panel skirt! 12,RENE DERHY - VELVET + WOOL TWEED PANEL SKIRT! 12,," Pinkish brown, multi", Excellent preloved,," 75% viscose, 15% wool, 10% polyester, Lining - viscose", 12,,,WAIST: 41cms     HIPS: 58cms     LENGTH: 65cms, Side zip access.  Fully lined.  ,,, M, 41cms     HIPS,$35.00,https://recycle-style.myshopify.com/collections/all/products/r-derhy-wool-blend-skirt
"REPERTOIRE ""Twiggy"" bolero jacket! 12-14",59.0,12-14,Twiggy bolero,jacket,REPERTOIRE,"repertoire ""twiggy"" bolero jacket! 12-14","REPERTOIRE ""TWIGGY"" BOLERO JACKET! 12-14",,,,,,,,,,,,,,,$59.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-twiggy-shrug-12-14
REPERTOIRE (NZ) Stretch jodphur pants! 8,45.0,8,(NZ) Stretch jodphur,pants,REPERTOIRE,repertoire (nz) stretch jodphur pants! 8,REPERTOIRE (NZ) STRETCH JODPHUR PANTS! 8,,,,,,,,,,,,,,,$45.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-nz-stretch-jodphur-pants-8
REPERTOIRE - Black + silver lace top! 14-16,59.0,14-16,Black + silver lace  ,top,REPERTOIRE ,repertoire - black + silver lace top! 14-16,REPERTOIRE - BLACK + SILVER LACE TOP! 14-16, 64cms     WAIST," Silver, black"," Excellent preloved, all tags removed",," Tag removed, nylon", 14-16,,,BUST: 64cms     WAIST: 64cms     LENGTH: 62-68cms,  Black with silver metallic thread and silver lace hemline.  Fabric has stretch.  Slip required.  ,,, Tag removed,,$59.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-lace-top-14-16
REPERTOIRE - Chiffon shift tunic dress! 8,40.0,8,Chiffon shift tunic  ,dress,REPERTOIRE ,repertoire - chiffon shift tunic dress! 8,REPERTOIRE - CHIFFON SHIFT TUNIC DRESS! 8,,,,,,,,,,,,,,,$40.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-chiffon-tunic-8-10
REPERTOIRE - Faux leather + mesh panel tunic! 14,65.0,14,Faux leather + mesh panel  ,tunic,REPERTOIRE ,repertoire - faux leather + mesh panel tunic! 14,REPERTOIRE - FAUX LEATHER + MESH PANEL TUNIC! 14, 51cms     WAIST, Black, Excellent preloved,," Polyester, Contrast - 75% nylon, 25% spandex, Contrast 2 - 65% polyester, 35% PU", N/A,,,BUST: 51cms     WAIST: 51cms     LENGTH: 87-94cms, Made in NZ.  Pull over style.  Fabric has stretch.  ,,, 14,,$65.00,https://recycle-style.myshopify.com/collections/all/products/repertoire
REPERTOIRE - Micro pleat dress! 8,45.0,8,Micro pleat  ,dress,REPERTOIRE ,repertoire - micro pleat dress! 8,REPERTOIRE - MICRO PLEAT DRESS! 8,,,,,,,,,,,,,,,$45.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-micro-pleat-tunic-8
REPERTOIRE - Net pocket jersey skirt! 14,60.0,14,Net pocket jersey  ,skirt,REPERTOIRE ,repertoire - net pocket jersey skirt! 14,REPERTOIRE - NET POCKET JERSEY SKIRT! 14,, Grey, Excellent preloved,," 65% viscose, 30% nylon, 5% spandex, Contrast - 90% polyester, 10% spandex", N/A,,,WAIST: 42cms     HIPS: 55cms     LENGTH: 69cms, Elasticated waist with drawstring.  Large front net pockets.  Fabric has stretch.  ,,, 14, 42cms     HIPS,$60.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-net-pocket-detailed-skirt-14
REPERTOIRE - Orange lace top! 8-10,39.0,8-10,Orange lace  ,top,REPERTOIRE ,repertoire - orange lace top! 8-10,REPERTOIRE - ORANGE LACE TOP! 8-10, 50cms     WAIST, Corral, Excellent preloved,," 85% rayon, 15% silk", 10-12,,,BUST: 50cms     WAIST: 47cms     LENGTH: 55cms, Made in NZ.  Fabric has stretch.  Slip required.  ,,, 0,,$39.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-corral-top-10-12
REPERTOIRE - Teal chiffon layering top!,45.0,No size in title,Teal chiffon layering  ,top,REPERTOIRE ,repertoire - teal chiffon layering top!,REPERTOIRE - TEAL CHIFFON LAYERING TOP!,,,,,,,,,,,,,,,$45.00,https://recycle-style.myshopify.com/collections/all/products/repertoire-teal-chiffon-layering-top
RESIN Amber beaded necklace!,12.0,No size in title,resin amber beaded  ,necklace,Not listed in title,resin amber beaded necklace!,RESIN AMBER BEADED NECKLACE!,,,,,,,,,,,,,,,$12.00,https://recycle-style.myshopify.com/collections/all/products/amber-beaded-necklace
RETRO earthy stripe trio Bracelets!,12.0,No size in title,retro earthy stripe trio  ,Bracelets,Not listed in title,retro earthy stripe trio bracelets!,RETRO EARTHY STRIPE TRIO BRACELETS!,,,,,,,,,,,,,,,$12.00,https://recycle-style.myshopify.com/collections/all/products/retro-trio-bracelets
REVIEW (AU) Wrap dress! 8-10,22.0,8-10,(AU) Wrap,dress,REVIEW,review (au) wrap dress! 8-10,REVIEW (AU) WRAP DRESS! 8-10, 42cms     WAIST, Grey, Excellent preloved,," Rayon, elastane", 8-10,,,BUST: 42cms     WAIST: Free     LENGTH: 90cms, Made in Australia.  Side ties wrap through garment and fasten at front or back.  Fabric has stretch.  Ruffled neckline.  Billowed shoulders on 3/4 sleeves.  ,,, 8,,$22.00,https://recycle-style.myshopify.com/collections/all/products/review-wrap-dress-8-10
REVIEW - Rose bloom print dress! 8,39.0,8,Rose bloom print  ,dress,REVIEW ,review - rose bloom print dress! 8,REVIEW - ROSE BLOOM PRINT DRESS! 8, 44cms     WAIST," Royal blue, black, grey, white", Excellent preloved,," Polyester, Lining - polyester ,elastane", N/A,,,BUST: 44cms     WAIST: 35cms     LENGTH: 92cms, Made in Australia.  Back zip access.  Fully lined.  ,,, 8,,$39.00,https://recycle-style.myshopify.com/collections/all/products/review-floral-dress-8
REVUE - Tie front cardI! 12,25.0,12,Tie front  ,cardI,REVUE ,revue - tie front cardi! 12,REVUE - TIE FRONT CARDI! 12,,,,,,,,,,,,,,,$25.00,https://recycle-style.myshopify.com/collections/all/products/revue-cardi-12
RIBBON ON A BOMBSHELL (NZ) watercolour shift dress! 10,45.0,10,(NZ) watercolour shift,dress,RIBBON ON A BOMBSHELL,ribbon on a bombshell (nz) watercolour shift dress! 10,RIBBON ON A BOMBSHELL (NZ) WATERCOLOUR SHIFT DRESS! 10,,,,,,,,,,,,,,,$45.00,https://recycle-style.myshopify.com/collections/all/products/ribbon-on-a-bombshell-nz-watercolour-shift-dress-10
RICOCHET (NZ) Slim fit dress pant! 12,60.0,12,(NZ) Slim fit dress,pant,RICOCHET,ricochet (nz) slim fit dress pant! 12,RICOCHET (NZ) SLIM FIT DRESS PANT! 12,, Black, Excellent preloved,," No tag, cotton, elastane", N/A,,,WAIST: 43cms      HIPS: 55cms      RISE: 29cms      LENGTH: 69cms (From crotch to end of pant),,,, 12, 43cms      HIPS,$60.00,https://recycle-style.myshopify.com/collections/all/products/ricochet-black-pant-12
RICOCHET - Angled pencil skirt! 6-8,39.0,6-8,Angled pencil  ,skirt,RICOCHET ,ricochet - angled pencil skirt! 6-8,RICOCHET - ANGLED PENCIL SKIRT! 6-8,, Black, Excellent preloved,," 65% rayon, 30% nylon, 5% spandex, Trim - 97% cotton, 3% spandex", 6-8,,,WAIST: 35cms     HIPS: 45cms     LENGTH: 51-59cms, Made in NZ.  Side zip access.  Fabric has stretch.  ,,, 6, 35cms     HIPS,$39.00,https://recycle-style.myshopify.com/collections/all/products/ricochet-fitted-skirt-6-8
